Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
275,2640,NGLAG182176,In the street are debris and packed wastes dumped on the expressway road that heads towards University Teaching Hospital from Mokola roundabout in Ibadan. People always intentionally drop the wastes on the road. The government is hereby called upon to make up a plan to apprehend the individuals involved in such devilish act.,http://rrci.rarare.com/photos/2640.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0MC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
276,2639,NGLAG839381,"This is a defective street light on Sango - Eleyele road in Ibadan. The street light has been installed a long time ago without being maintained, it has now become bent and can fall anytime. The government is hereby notified of the impending harm the street light could cause if it falls when commuters are plying the road.",http://rrci.rarare.com/photos/2639.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzOS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,street light,defective traffic light,security issue,electricity,graffiti report,TRUE
277,2638,NGKWA668513,"Traffic lights at Maraba Ilorin are means to prevent accidents and maintain orderliness on the roads and when they're not functional, then there's a problem. That's the case of this one at MARABA junction. The government should look into it.",http://rrci.rarare.com/photos/2638.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzOC4xLm1vYmlsZS5qcGVn,4.569159,8.493935,traffic jam,,,,,TRUE
278,2637,NGLAG825957,The students residing in Laaf-Dorm Hostel in Oke-odo have raised concerns about the dump site that have been disturbing their stay in the hostel for some time now. The refuse being dumped there affects them greatly and it's looking highly likely that the trend will continue. A stop should be put to this unhealthy and not-so-cool act,http://rrci.rarare.com/photos/2637.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzNy4xLm1vYmlsZS5qcGVn,3.489461,6.423014,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",abandoned wasteland,risk of disease outbreak,TRUE
279,2636,NGLAG781933," This road Sanrab Ilorin is at the early stages of ugliness and should nothing be done about it, would get even worse. There should be something done about it before it expands further than this.",http://rrci.rarare.com/photos/2636.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzNi4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
280,2635,NGKWA181869,"Some ignorant residents of the Basin area of Ilorin have adopted a new method of getting rid of their wastes, with no idea how harmful the decision could end up becoming. If they continue in this fashion, they would surely end up having a mountain-like dump spot and it would of course surely bring slight negative effects on their health. It should be stopped.",http://rrci.rarare.com/photos/2635.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzNS4xLm1vYmlsZS5qcGVn,4.596861,8.504036,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",abandoned wasteland,risk of disease outbreak,TRUE
281,2634,NGLAG381958,"This area Isale Ikoto, Ilorin has been like this for a long time now. Officials have visited the area with claims and promises that something is going to be done about it but till now, nothing has been seen, heard or done about it. The children in this area deserve more and likewise other residents. More should be done to bring people out of places like this.",http://rrci.rarare.com/photos/2634.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzNC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
282,2633,NGKWA226948,"In what appears to be one of the many ill environments in the state, Geri-alimi area has joined the list and it is not looking pleasing to the eyes. This is an image of one of the houses the ugliness has plagued and there's even more houses under the claws of this bad development. It is widely expected that the government interfere.",http://rrci.rarare.com/photos/2633.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzMy4xLm1vYmlsZS5qcGVn,4.544641,8.491655,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
283,2632,NGLAG746713," Malete, Kwara is a very local place and there's no doubt about it at all. A further elucidation of this point is the state of this environment in the area. It is so bad and unhealthy for residence. The government has been called out on this topic and they should really put in efforts to ensure this gets resolved in due time.",http://rrci.rarare.com/photos/2632.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzMi4xLm1vYmlsZS5qcGVn,3.489461,6.423014,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
284,2631,NGKWA211889,"The Condition of road at Alenuboro Oke Odo. Particularly speaking, this road has caused bike accidents given how slippery it is. It also damages one's appearance when being plied. The road is in a very bad state and could get even worse if care isn't taken. Something should be done about it before things get out of hand",http://rrci.rarare.com/photos/2631.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzMS4xLm1vYmlsZS5qcGVn,4.628061,8.48027,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
285,2630,NGLAG887277,"This apparently is one of the many bad roads in Ilorin. Located in Tanke, this road has been responsible for some petty accidents in recent times and for the safety of residents, bikers and motorists, there should be something done about it",http://rrci.rarare.com/photos/2630.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYzMC4xLm1vYmlsZS5qcGVn,3.489461,6.423014,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
286,2629,NGLAG227573,"This is quite unpleasant having many waste material disposed anyhow and anywhere in our environment. This can lead to air pollution, habitat for disease causing organisms and a place for rodents too. I urge everyone to make use of make use of the right waste disposal units and I also encourage the waste management team to make different provision for easy disposal of waste. This is located at iboku street, Onitsha.",http://rrci.rarare.com/photos/2629.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyOS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,abandoned car,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
287,2628,NGLAG885417,This is a drainage system in Abiakpo lane that have been blocked with dirt and it causes flood during the rainy season. The people are asking the government to come to their aid by helping to open this and this long drainage system cleared till the end of it.,http://rrci.rarare.com/photos/2628.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyOC4xLm1vYmlsZS5qcGVn,3.489461,6.423014,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
288,2627,NGLAG358459,"This is quite unpleasant having many waste material disposed anyhow and anywhere in our environment. This can lead to air pollution, habitat for disease causing organisms and a place for rodents too. I urge everyone to make use of make use of the right waste disposal units and I also encourage the waste management team to make different provision for easy disposal of waste. This is located at iboku street, Onitsha.",http://rrci.rarare.com/photos/2627.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyNy4xLm1vYmlsZS5qcGVn,3.489461,6.423014,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
289,2626,NGKWA287756," _Prior to the promise of providing a Primary School building by the local government in Gaa-kanbi Ilorin, the promise seems to have hit a snag and drowned in the pool of futility as the project has been abandoned for months now without attention._  _The children of the environment have been awaiting the completion of the project so they could get a school added to their society but it hasn't been given attention yet. We plead that this is attended to",http://rrci.rarare.com/photos/2626.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyNi4xLm1vYmlsZS5qcGVn,4.582162,8.463731,education facilities,education,poor healthcare facilities,lack of healthcare in my locale,customer service,TRUE
290,2625,NGLAG167048,"From the picture, you will see how the residents of iboku street, Onitsha has turn their drainage system to waste dumping site. This is totally wrong, we need proper education on why we shouldn't dump our refuse in a drainage system. This is because, it leads to the blockage of the drainage system and eventually causes flooding once the rain starts falling.",http://rrci.rarare.com/photos/2625.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyNS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
291,2624,NGLAG695646, It is an ugly sight in front of the magistrate court at Sabo Yaba Lagos. I am using this medium to call on the government and relevant authorities to come put the place in order because it is a shameful incident in front of a government establishment...,http://rrci.rarare.com/photos/2624.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyNC4xLm1vYmlsZS5qcGVn,3.489461,6.423014,open sewage pits,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
292,2623,NGLAG724825,Bad Road At Queen street Yaba Lagos..  Bad road network one of the major causes of huge of traffic at queen street Yaba Lagos.  Residents and motorists are calling on the government to help them curb the menace of bad roads in the area...,http://rrci.rarare.com/photos/2623.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyMy4xLm1vYmlsZS5qcGVn,3.489461,6.423014,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
293,2622,NGLAG551049,"This is a stagnant water at iboku street, Onitsha which causes water pollution in the area due to poor drainage system. Also, there are various building around the location filled with occupants. Thus, it can breed mosquito larva and other microorganisms which may lead to a disease outbreak in the area.",http://rrci.rarare.com/photos/2622.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyMi4xLm1vYmlsZS5qcGVn,3.489461,6.423014,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
294,2621,NGLAG256650,"This picture shows a loud speaker placed outside a shop at kayode street Onipan, Lagos and this causes noise pollution in that area. The government has already place ban on some churches, mosques, club houses, hotels and many more because of the same issue. This causes much disturbance such as sleep disturbance, high stress level, psychological health and many others to the resident of the location.",http://rrci.rarare.com/photos/2621.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyMS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,noise pollution,,,,,TRUE
295,2620,NGANA591770,"The picture captures a pothole located at old market road Nkpor, Anambra state. I'm reporting on this to draw the attention of the government for proper road maintenance to avoid impeding dangers.",http://rrci.rarare.com/photos/2620.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYyMC4xLm1vYmlsZS5qcGVn,6.82974,6.14624,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
296,2619,NGLAG545190,"There's nothing as beautiful as having functional street light brightly shining light at night. This is very necessary for the safety of road users. I'm reporting on a bad street light at Oba Akran, Ikeja. Let the authority responsible for it kindly resolve the issue to avoid and unforseen predicament. ",http://rrci.rarare.com/photos/2619.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYxOS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,street light,defective traffic light,security issue,electricity,graffiti report,TRUE
297,2618,NGLAG294533," This is a fallen electric pole at college road igbobi, Lagos State. I'm reporting on this so it can be entirely removed to avoid causing further damages.",http://rrci.rarare.com/photos/2618.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYxOC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,electricity,poor mobile network service,defective transformer,street light,security issue,TRUE
298,2617,NGLAG488114,"Defective Public Transport  This bus located on the route to Palmgroove, Lagos is no longer safe to transport passengers to their destination. It's already old and worn-out. So I'm urge the FRSC to do the needful to safe guide lives.",http://rrci.rarare.com/photos/2617.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYxNy4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective public transport,,,,,TRUE
299,2616,NGLAG961167,"This is a street light located on the route of palmgroove street, Lagos State which is defective, it no longer serve it's purpose. I encourage the agency responsible for carrying out this particular activity to find a lasting solution to the problem. Functional street light is very important for the safety of the citizens.",http://rrci.rarare.com/photos/2616.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjYxNi4xLm1vYmlsZS5qcGVn,3.489395,6.42494,street light,defective traffic light,security issue,electricity,graffiti report,TRUE
